epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl
65,42.80497155947508,35.5699332571621,7.2350377518267885,43.96199992586622,37.018492764884876,6.9435076373885405
66,42.657636569774674,35.4347449594044,7.222891684771928,43.946657763825975,36.9636961177623,6.982961683041132
67,42.67159918835628,35.44058955040967,7.231010068659046,43.84239661489337,36.767303913966074,7.07509339833926
68,42.613158452873705,35.356501439727815,7.2566570228224005,43.96253974164682,36.8261255964274,7.136413962052038
69,42.61867147486535,35.3503642610122,7.268307517373172,43.863429937199285,36.72061955251599,7.142810714470577
70,42.548198122800805,35.23402922414201,7.314168899411413,43.900031259191046,36.9674042442879,6.932626611160953
71,42.544591898095646,35.24373377786011,7.300857780267314,43.93315870252356,36.843720160055206,7.089438689088262
72,42.55855368234663,35.222395062365955,7.336159097570443,43.94285233672188,36.79648969493759,7.146362275019543
73,42.452236855903635,35.139592862478644,7.312643700334104,43.9090772341564,36.79957091432095,7.10950698069993
74,42.4557571935815,35.14127627591001,7.314481054540417,43.87125426310478,36.869851163102226,7.001403540292229
75,42.48909078810906,35.106064037163875,7.383026658695742,43.7964244701499,36.66485060819965,7.131572760796096
76,42.33583171719763,35.0417483272789,7.294083535711553,43.80504265209917,36.54883220111926,7.256210524504845
77,42.34990316259821,35.01444594115523,7.335457000495885,43.80041192951667,36.66213443023434,7.138278049214452
78,42.33086790065486,34.91864736787093,7.412220184644422,43.76551599390771,36.691748781608396,7.073767359349188
79,42.38485127463013,34.9048160651894,7.4800348337769105,43.658306262856456,36.53732428451827,7.120982272007962
80,42.177083637534295,34.8502749205442,7.326809112006943,43.86182096049633,36.68371487437765,7.17810571978391
81,42.268371037566006,34.821953898433094,7.446417322126559,43.670722256274345,36.42373244798968,7.2469888546103505
82,42.25262334107546,34.7819707618894,7.470653138596148,43.7805935659314,36.4785633104357,7.302029594631212
83,42.119593036913955,34.69577052257241,7.423822404244303,43.765050889781406,36.54709984355407,7.2179504588877865
84,42.1733788775215,34.722690109201324,7.450688869493521,43.656189023319726,36.406003571932544,7.250185708509467
85,42.134906180466714,34.654529759902694,7.480376181769129,43.61959381722673,36.45729472897309,7.162298978181225
86,42.14147164947957,34.617404599711215,7.524067004396252,43.697772893742254,36.49982913320832,7.197943026144511
87,42.072452560648436,34.53811597512298,7.534336860015938,43.56508499916015,36.34001288315108,7.225071015284876
88,42.08896620104251,34.631004219958314,7.457962531570383,43.62618327162306,36.189363419418406,7.436819558104919
89,41.98027531345372,34.514697416148564,7.465577402620197,43.54821980977725,36.233795045623914,7.314425387610392
90,42.021855873185324,34.4498176351072,7.572038266355048,43.703023922561634,36.39577630664767,7.307247578936509
91,42.01070700111088,34.464492745383346,7.546213595144106,43.56291268901636,36.17223247049949,7.39068087895138
92,41.983358623586355,34.44755014292686,7.5358085171077,43.65875774552093,36.38198801974545,7.276770055562769
93,41.91662317596401,34.37058428105265,7.5460384909706155,43.74558089164273,36.58591477692504,7.159665711405473
94,41.958233411201896,34.40057087224124,7.557662621533589,43.69089573068163,36.386891054612654,7.304004896213817
95,41.972592282644655,34.372931272900225,7.599661404008661,43.65531529941679,36.06052941820232,7.594785037182601
96,41.92725632591205,34.235397887633106,7.691858492574939,43.70023012634222,36.49488222760269,7.2053486322690175
97,41.839932277640735,34.261298446913315,7.57863386717563,43.67388040595919,36.43687149336792,7.237008435754114
98,41.87301721583628,34.268951425477105,7.604065624460696,43.67313932964026,36.35063629907138,7.3225030671163545
99,41.85715822135985,34.15698757236141,7.700170262905495,43.612922441432666,36.21591293844046,7.39700964918214
